Topics,Helpers,Mentor,Question,text
,,dan-burns,What should I get ready to live overseas?,these screening is quite extensive not only for you or for the family also and also is that always use reading if there is a problem with a family member phrases if the family member is exceptional is registered and use of our program then the navy really for always use which you have and that way you could say with your family and swap out with the crew is going across it is one thing that that the navy has tried to do was ships the quantity overseas is is other groups walks okay well I so that so that so yeah also Monex over my distributor sorry for my insurance he was from Japan he was actually he was the chief editor is gonna be XO of those the ship that we were replacing so let him do that and moved his family to San Diego he was a swap that out and he came to the US as five yeah that's all the five so the navy those swap house rule one in the navy will work with you and has a lot of screaming programs available to help you which is your stuff ready with your stuff in storage and movie 
,,dan-burns,What resources should I look for when I know I am moving to a location?,that's when the cracks one moving you know at this point there's a lot of check was that you can use that you can get from you or moving company also maybe has those so I would use those check was I would also go to the internet and download for free Jeff was and check the tracklist as normal one to help you with your you your spouse or significant other you know as you try to make sure you get so one is something you do forget or if you have something in the mail the the the the movie that really shouldn't one is a long term storage you know it's gonna happen so try to get over it try not to let it spoil too much and move on to the next part of the adventure focus on that and not the small things that happened because they all are if you happen 
,,dan-burns,How do you stay in touch with family?,saying because the family now you know you and everyone's got a small from all you can use those smart phones in it's to the ship and as restricted areas but there will be nights when you go on the fantail we will be designated times during the day or during the week and more on Facebook right Texas different from fantastic this is the vice that Star Trek had one who's cool you know well it or maybe we will look at that well we access then we will call for but if you do then the ship will have the wifi that from the grab you know special nickel for you'll be able to have to come back to 
,,dan-burns,How do you ensure your family is taken care of when you are away?,sure the family is taking care of all your way so your family a make sure that all of smartphones rock yeah I have more once that she may need that that they need to reach you wardroom dish the the ship we'll have it always falls within that's responsible for walking back and forth between the crew of the family at home yeah I was bald men can always talk yeah going to see the caller but I have a ball for this but it doesn't work with families and off the ship the designated arms also the it's good for that your spouse reaching your significant other reach out to you in the office 
,,dan-burns,"What is military vacation like? (Length, accural rate, types of leave)",this will work when at C. so there will be during the holiday periods you know the the Christmas all the very reason we broke up to four hours the of the Christmas around Christmas or try to do at that point is have you know as the ship go out of business and they'll have a ship go out or new year's and vice versa and and you submit your we fix up the room Jeff it's usually try to else load and see who is a lot to make sure the ship is is the war he already has enough personnel to fill out to a good bottle of missions and then may yeah so on you know go back and forth hello you take you years you take Christmas or vice versa and that takes care of the Christmas holidays during the year you'll have were you accrue thirty days leave per year for every year that your and you can carry all the books sixty days all the third year you carry ninety venues you're gonna start to be use lose situation and you can't carry over for fiscal year two or more than sixty days so use it when you got 
,,dan-burns,What is the best way to be happy with your time in the service?,have we and this man woman's maybe one two one of the all you can be our own own at a from the once a be all you can be and qualifies what you can do that will help you be satisfied with your career if you're making an upward mobility able mobility choice theory don't have approval Cody people start to stagnate that's why people get out you know if if you're in the P. three eight and you can not make the conversion to T. eight here are in a downward spiral that there is a life there's a half life at that point and you know what I think maybe we only have one year for we get out okay all what happens if I need something exactly that but that for yeah you know you have you don't worry yeah that would be the yeah don't worry carry on 
,,dan-burns,"As a parent, what habits from military leadership are helpful or problematic?",so Chad it's our habits are helpful at home probably the most important one would be chain of command to realize that when you all your significant other is still your reported seeing yeah and your now missing a significant other the only yeah so so that's all right spot when people won't be a charge for me it's only charge alright sure well this is a hassle with the city that was all so at B. spouse abuse was when you go all right so your member is in order and discipline and the growers this one is that some of the charge and probably do and at three in the morning well a little on the changing it back for days they have a right this up so you have very little control over that enjoy it join the chaos okay remember that's what you're fighting for that's why you go to see is the life of the issue that happens yeah that is fallout four we'll get some 
,,dan-burns,Where have you been in port?,for all of their own fugitives in the desert and two ships in the Atlantic the poison that deployed in an ocean before at all is it as we're happy of a long five seven all over the world one zero zero zero all I signed on as usual this while doing that what was it like there incision is Sandiego all of all decision Long Beach California log on usually Japan I was stationed there for years was the language and I will call sure there already yeah axle a lot of long ago as you figured it or not going off all of the phone there is a few editor for California for Virginia Stephen either of the other okay excellent off on March your bottle of one for the family and my file I could for was at the also alter fares yeah a line you can so it has the seats for that was in there on that job 
,,dan-burns,When do you get to choose if you are going to live in post or off post?,as far as living on base or off base depends on how or as soon as you do the waters if you're going through in your days at you can apply it that day to living two houses so soon as you get your orders you need to apply for housing and I would definitely recommend you do that because you will have the details but if you wait and don't apply if you're all just load up on the and the sun yeah it was a good idea well now you know you're you've also five if you follow all the list so as soon as you get orders through an area yeah yourself on the housing if you get it think it ought to get a good starting point just in case 
,,dan-burns,When should I own or rent?,renting a house it's so you yeah it's it's if you have the wherewithal to own a house that's right the more you gonna be moving you can't tell all homes that you even though the navy is pushing all setting right now you may or may not be living where more what's your house so that we have the right if you're comfortable with the brand then yeah that you know I was told as a ship driver so I would always go back to the awful the Newport Rhode Island all I knew for one whole format division all through the park XO seals who was there and I will call so you can do a lot of towards in Newport so it makes sense to buy it and read it by the you know it can be done if you want to watch your personal finances on that one although right now though I'm sitting here making this you know there's a thirty year low in in the mortgage rates so I was phenomenal is that gonna last hello you never know that so if you can yeah I've always would be I would advise doing it because if you have a house to sell off later on sellers which also have a house to live in when you fathers are 
,,dan-burns,What types of services are easy to find vs. hard to find on a Navy base?,services are the five on the basis so one thing right now with the you know the the size of the force login Korean War growing or shrinking and what not and it's so I've found well I personally have all my medical needs met with boxes that is on board the ship or the hospital hospital if you find that you know and BG for my wife not as easy to come by and you did your shins for the kids glad as easy to come by and those are critical for family life and stability so you want front that's the date that is best you can when you get to show before you get to the station and certainly you need to find out do they tried their because it was pretty popular to take it for right now you really want to investigate the docks if you're going to have for your family make sure that they do take the tractor 
,,dan-burns,How often will I have to move?,how often do you have to move in here for that so a classmate for label academy so for those who work with the free live actually on the eighty fourth street in order and up until we were Harper and heads Dave had moved twice I had moved eleven times about now David is by several and deputy for strap problem he said the move a couple of times now war since since we've been department heads together the navy is trying to do home sitting and stating is good for the whole is no longer stigma attached to hold steady it's very few yeah but first and foremost it's needs of the navy and most of the needs love always gonna be in the hole for the he soon maybe just laughed which was the to be where they need to and that's you go with a need yeah they had a whole yeah you know your next duty station afterwards so you know about these should help you out 
,,dan-burns,"Can you use outside communication on a deployment, like using the internet and email, calling by phone, and writing mail?",so there will be designated so I was born and the ship will make the internet available to you can you have your own iPhone at sea with your own hot spot one five the that's just fine yeah you can have what part of loose lips sink ships jobs that up for you and it doesn't matter why five and it's kind of all the categories lives is hello world where you are if you tried to sneak out for Harry out of classified mission that doesn't work so well so there will be times when you know the ship will turn on the internet on the ship and the local wifi ownership and what you forecast 
,,dan-burns,Can you drink alcohol when deployed?,wild Floyd well we are drawing the so work at for that the there's a reason why they they have a lot of these dark for fashions it's in the world rations and we continue like Drake but still you fill out three twelve hours for the ticket to watch so if you are deployed seventy two days out of fort then the beer ration is two years per day for sale or one is that it's a few days you have to check the records for the fleet it sure is so if you're on a point or a day that is two beers per day per person and then when you pull in the clock starts over again certainly you can write off of what your out of walking around the country if you go over to Naples the full then you certainly can yeah be careful well the you can certainly right wall out Robert is that it's for the war and show the American flag 
,,dan-burns,What have you seen people spend a bonus on that worked out well?,when the there are bonuses personal choice a lot of a one was the what was articles or fast car it was also because as a service for her also or I signed on for the there was no owners for in life today there was no seated see see duty or vision all this week yeah okay about it after you have hours or three years see you they there was no problems so if you did it you know you for your your dad's before yeah up on homework yeah always always yeah 
,,dan-burns,What kind of lifestyle can I afford as a junior officer without going into debt?,your lifestyle as in list as a junior officer is all units are it was a fool or you know it's not as I have it's ages as it used to be this is the seventies when also or you know the other side of the war on you're making the holidays you are also that even if I do these days are you go if you have a nice house and yeah New York yeah yeah you'll forget or is rise of four new issue yes so you know it's hard to do that the look it up I will say one thing at the other end you know you're going to have your retirement and your own fight there for life the medical program and that's gonna be a pretty good photos which you're not 
,,dan-burns,How do taxes work in the military?,same as in the if this is your state taxes hello we have or if you're in the state not working in the state that you reside in your home correct so this is from my own record was New York City or is the problem so we are safe then I what New York for fifteen years I was not in New York so for fifteen years I didn't pay stating that it depends on your whole record you need to be familiar with that and I would check the fact is also when you retire some states do not tax military edges New York state well it's not tax able to root for so I don't mind sorry right now mon that happened because of what outside of the city so that's a good thing to look at two is you know where you survey last four oh and if you're serving overseas there are exceptions for federal tax to so it went out ask your distortion also bill he or she will be out that 
,,dan-burns,When do I need to worry about retirement?,what do you need to worry about retirement they want the you know there is a lot of talk right now about during the retirement system and going to a high three or going to probably issue four oh one K. you want to try to invest as much as you hardware if the four oh one K.'s option for you please try to do that we'll take care is the fact that also the back in you know you're going is always you go get twenty good years and if that's in there in the reserves you know I myself more are reserve captain eighteen years active twelve hours or so I did not get a good twenty on my active side I see so I needed to more of the four more years in the reserves and was able to retire and now I get my teddy I planned on that I've played on my health there I probably could have done a better job also all the way wanted more money towards a four one K. so do you spends all the way you should try to a world where the rules of thumb was easy enough when you get your next pay raise every two years you're all of those are higher pay bracket they have the rays is is is al whose or talk yeah well such as that that was always a good rule of thumb 
,,dan-burns,What benefits should take advantage of more?,can you take advantage of as a junior officer of the education well worn we'll get your master's degree on the navy the navy pay for that if you want you know I worship driver I did have an opportunity early on was a moderate I could have changed pass they were looking for nuclear reactor officers at that point I did not want to go to a carrier that was all it was a lot of us great useful product that so I did not really want to go nuclear power I will say if you are of software for Senate he he all you fit routes you know if you want to think about a switch you know all you could be a doctor after thirty years you can be at this you know so you can have these anymore so that's kind of interesting you know we're on restricted wine officers that's mainly on talking to this point so should do what what if you do after soaring some good for you know that's an option you can go to hell to send in someone is selected by you know the the detail is and transition over to medical dental large oval services for okay great white I would imagine the education hello 
,,dan-burns,How is travel paid for?,for what there is a system zero are you familiar with DTS defense travel services and it's an automated system the they feared circuits you you you once you get full you need to go so for you do you go into the T. S. you plan your trip then the projects also supply officer will get you a travel voucher number that gets applied in the book the travel and you also have your government travel card if the issue that you have already been issued for the issue and then they can book that said did you execute the travel and then at the end you come back and you follow travel keep your receipts anything over forty five Bucks overall hopeful that is sure the I kept everything ever receive over forty five dollars so now it is followed in and fill out we used to have trouble quirks that before all this out for yeah the case anymore you have to call their own experts travel so we help those things it's probably the hardest for trouble all of the trial to make sure that you get all your expenses based I font strolls for both jobs that's a short 
,,dan-burns,What kind of hobbies do you have time for?,zero five four so I had a late the late the Mustang G. T. convertible which is better than that the bell I would've flight sixty seven Mustang yeah well I have my eyes a little blues so your car is so that you can get your hands on has yeah go to the gym that's pretty much it running swimming jogging weight lifting those are also things you can try to continue with your on on the ship do that weight lifting well if I defend their woes bench forward ten pounds three thousand those two could be an accident three three actually going on purpose of our we did it so the things for the golf golf is always full of the with the moderate California golf they did have good to do a lot of golf tournaments on 
,,dan-burns,What new administrative tasks will I need to do as a leader?,as regards out to tackle all of war did you or your worship or your first so this point you may or may not have been required to write it was reports and certainly office report is going off so you're going to have to write those right decide which is on your personal side of the road he so that's one thing that you may or may not have the schools is so learn the right fit Ross is involved more art than science and there's a big this will serve to do that I recommend you I well I was growing up everything right all I so I would are we still figure out from other officers so I have them in my files so I would know how right yeah as I agree a zine so right now I've pretty much follow up is out there and and you can learn how to write that's important because it all goes down one piece of paper your own here the only loss of the one year on paper you're gonna be asked to send those inflows into your 
,,dan-burns,Describe the technological environment in which you've worked.,so far in which I work five it was chief engineer on board your system hello which was the first ages reserves to and through the week walk one ages all one or what once a world walked twelve so it was pretty high exact at the time order actually I must admit that the your system is a right now she is on the wall she has got the baby Jones and the technology that she was had hi tech at the time that come with that problem so what can you do to be better added is is read up on it the available through the it's only going to not be afraid of the technology co abrasive as you can because when you lose a lot of change well they just change that only really walls it because they're comfortable with what they just more and now you're using on you baseline twelve point one of the more I think I just are twelve this for the one I just got comfortable with my iPhone not a good I was ten where is it says access now is a live the model the eight plus yeah so these are going to come and they are going to change and you're the best thing to do is is have an open line to try fiddle with it and go play with it try to break it right right did you just try to understand how it works hello they have an open like that 
,,dan-burns,How can I make paperwork go faster?,as a law survey work go move faster all if you figure that out I would like to yeah also one of the forms or pre filled these days that's nice as opposed to hours to fill all from scratch I mean you can put them in the computer of charges yes it is insane because of the traffic would come in on that it takes we'll use that with the war on cancer the that the DC these that we use we eighty pounds they are now the size of a two terabyte hard drive day the lady so how do you make things go faster probably keeping files okay to be fit wraps keeping the forms filled out for eight o'clock reports that you have to fill out the main offices that you fill out for the chief engineer says what the actual sale so have the files filled out there really available to you that will help you they yeah people work will be easier 
,,dan-burns,How to write an evaluation of a sailor who is truly amazing and must be promoted?,right right away should almost from the seller so first off use most or all of the the use each the early for remember that your ranking the AP's need to be up all of the war breaking for some you need to know your right the percent and given someone in need he doesn't deserve it thousands do justice to the previous sellers that work for you because if you you know all right someone artificially high that's because the people within before you want that person comes up for the motion this promotion boards will fall out of your average overall so you have to be very jealous guarding numerical rankings in where you look people want god absolutely do that also put in there well the the man woman's performers should be speak for itself so what the Hart example in there okay first and foremost you know and it may be cross let's see if we leave it lots of one number one is still forwarded a legion of merit for his hello last four okay ordered a life saving metal because the seller went out and see a person's job rebels on a lot of that you know any any wards needs to be mentioned up top all up top right away and then the stating that you know all about you would welcome this person back to your wardrobe at any time sends the message sends the message that it's not three forty that you would serve with this our again that that is a good message so said fill out the rest of the block forty one helps you know they'll walk to comment on the person and it's saying that recommend the war Siemens aval program this this person in visions have soleil's represents everything that apple yes that was the issue with our mobile this person should get more education than war we should three to help lead our nation and our fleet into the next generation of war fighters so there are ways to say it to document right well start with you know and safely over small you know ten thousand steaming hours without incident transfer to million barrels of fuel on their way from external ship building from the supply ships the replenishment ships and in internally transfer you know another million gallons as we safely steam for a year on their way okay that's incredible number of people want to see big numbers like that they had was the landing LSE leading safety was the one who says the evaluator to for you know two hundred safe landing what I want that person when they will not come with that so first and foremost five points that the person's phone and if the person is both walk on water I mean it really is a far as you know there's a lot more I'm just saying that a person is that important he or she should be able to give you some up for ten minutes hello all right both it right it's only you can write the film wrapped what we mean that if I need supports to help differentiate your 
,,dan-burns,"How to write an evaluation of a sailor who has some problems, but is still useful?",so for the most part you're gonna have you know your middle of the room sellers that yeah yeah break them out one you're going to spend some time writing these for Robson running the evaluations so this was you need to spend more time on the top one percent and maybe your local for once the middle Welsh you want to break them out you want to see what they give you for that the more that they give you garbage a garbage in garbage out or so that say what it is hello there if they don't give you any points yeah and you need to throw back and she is the chief comma I need some more input into this chief may throw back to your job I've had heard that we're in and to look cheap yeah it is my job imports so yeah it was for so the road guys you want to say salt cellar solid before the salt is not first available on the explorer solace all there are some other phrases in there you could check the label letter writing guide and that means they will have so you for as long as you can see by ship 
,,dan-burns,What is red flag in an evaluation that is easy to miss?,why items in the valve that are easy to miss so one fill out off of the we also if you're a military officer in the river up around the back it asks about form it's in the war five well if you fill out all of our okay then you're sending a message with a revival of war that well perhaps not the greatest war five so this is where you have to watch all the blocks to how the red flag is one o'clock is miss or not observe if if the zero is used for a lot of that are all the observers need to be this way in walked forty one if you have a lot of all over one well why observer because you've just reward for few weeks ago and the server had a change of command so we have a chance with us okay okay that is okay at that point because you don't wanna be right as all the other officers that have been there for half a day and he has a better than you or at the size of the so red flags you have to be careful on that one any knowledge or you know that's the way and then you know walk anything less than a five oh I know this is all a lot you know but it also you know why what happens is that what what what is the best of all right so another thing to do you know if you're really you have to have a war a eligibility of your favourite well if you were in transit so if you think a month is foremost a sweet and training in route to your new ship you better put that on the new ships you know so you can see war is C. day for day our huge right flag yeah there is a gap in your coverage it was after the well for a day you can have a day off it's got to be slaves of war okay I was in transit I was at school I was traveling okay all that needs to be explained in the walk for one okay and you know if you work one other thing to do if you leave a comment and you've been nominated for a meritorious service medal we've been nominated for the lead okay but it hasn't been received yet what you got to go to your next mail well make sure that it says on the ship that you're leaving nominated for meritorious service medal and then when you get your new command it is also a meritorious service medal for performance on my last man it's it's got to be one eight leaving them and are always there to save our wards no words that's what I see border wars everyone is expected to have a going away a battle or war messages when you don't have the war that the message that the old man says to the poor saying it's not worth it yeah the fact that everyone has a war okay so how do you break out that means you have to somehow worked out during your more for for war so if you could mentor ward and then the door work all well the you you walk on water elevated three vehicles or and so it's kind of tricky thing about awards no master if you'll give good she well with it are pretty system what is the system that we have and I think it's more honest than what this six SO zero from the airforce norm does things that we already had it maybe there is other perspectives all together that yeah and it's maybe the all 
